DeliveryID,RouteID,DriverID,Region,ShipmentType,DeliveryDate,ExpectedDeliveryDate,DeliveryStatus,PriorityFlag
102854,R005,Driver 10,NE,Priority,2023-04-16 08:52:15,2023-04-17 08:52:15,Exception,1
102855,R003,Driver 1,SW,Express,2025-05-04 07:52:00,2025-05-02 07:52:00,On-Time,0
102856,R004,Driver 3,NW,Priority,2023-11-13 08:30:57,2023-11-13 08:30:57,Late,0
102857,R001,Driver 18,SW,Priority,2024-03-06 21:36:27,2024-03-06 21:36:27,Late,0
102858,R005,Driver 12,SE,Standard,2025-09-01 15:01:51,2025-08-30 15:01:51,On-Time,0
102859,R003,Driver 3,NE,Express,2024-06-23 23:31:44,2024-06-21 23:31:44,On-Time,1
102860,R004,,NE,Standard,2023-01-05 20:33:12,2023-01-06 20:33:12,On-Time,0
102861,R004,Driver 9,NW,Express,2023-12-27 14:53:48,2023-12-27 14:53:48,On-Time,0
102862,R004,Driver 2,SW,Standard,2023-07-15 03:50:52,2023-07-17 03:50:52,Late,0
102863,R004,Driver 3,SE,Priority,2024-08-10 02:44:33,2024-08-09 02:44:33,On-Time,0
102864,R004,Driver 14,S.,Priority,2025-01-07 05:49:05,2025-01-05 05:49:05,On-Time,0
102865,R005,Driver 4,MW,Express,2024-01-07 06:00:21,2024-01-09 06:00:21,On-Time,0
102866,R003,,SW,Standard,2023-10-23 21:21:10,2023-10-25 21:21:10,On-Time,0
102867,R004,Driver 19,NW,Standard,2024-09-18 17:58:37,2024-09-19 17:58:37,On-Time,0
102868,R002,Driver 13,SW,Priority,2024-10-14 03:12:28,2024-10-12 03:12:28,Late,0
102869,R002,Driver 7,NE,Priority,2025-08-06 03:33:05,2025-08-08 03:33:05,On-Time,0
102870,R003,Driver 12,SE,Express,2024-12-26 16:57:33,2024-12-25 16:57:33,Late,0
102871,R001,Driver 3,NW,Priority,2025-07-26 08:57:23,2025-07-28 08:57:23,On-Time,0
102872,R001,,MW,Express,2024-06-10 11:06:36,2024-06-09 11:06:36,On-Time,0
102873,R001,,S.,Express,2025-12-04 21:05:08,2025-12-03 21:05:08,On-Time,0
102874,R002,Driver 9,SE,E.,2024-06-03 12:39:04,2024-06-02 12:39:04,Exception,1
102875,R001,Driver 2,NE,Express,2025-08-18 22:17:21,2025-08-16 22:17:21,On-Time,0
102876,R005,,NE,Priority,2025-07-30 14:25:08,2025-07-29 14:25:08,Exception,1
102877,R004,Driver 9,NE,Express,2024-02-07 13:36:53,2024-02-05 13:36:53,Late,0
102878,R002,Driver 12,NW,Priority,2024-06-10 18:21:02,2024-06-12 18:21:02,Late,0
102879,R003,Driver 12,SW,Express,2024-05-03 13:32:09,2024-05-02 13:32:09,On-Time,0
102880,R003,Driver 15,SE,Priority,2023-05-04 07:40:02,2023-05-04 07:40:02,On-Time,0
102881,R004,Driver 2,SW,Express,2025-01-30 04:09:14,2025-02-01 04:09:14,On-Time,0
102882,R002,Driver 18,SW,Priority,2025-12-12 14:55:49,2025-12-12 14:55:49,On-Time,0
102883,R001,Driver 13,NE,Standard,2024-10-25 10:09:14,2024-10-25 10:09:14,Exception,0
102884,R001,Driver 14,SW,Express,2023-08-11 08:43:04,2023-08-12 08:43:04,Late,0
102885,R005,Driver 5,SE,Express,2025-02-10 15:48:55,2025-02-08 15:48:55,Late,0
102886,R005,Driver 10,SE,Standard,2024-05-24 23:02:14,2024-05-25 23:02:14,On-Time,1
102887,R001,Driver 12,MW,Standard,2025-12-13 17:15:36,2025-12-11 17:15:36,On-Time,0
102888,R003,Driver 10,NW,Express,2023-05-15 08:55:48,2023-05-16 08:55:48,On-Time,0
102889,R003,,SW,Priority,2024-06-12 14:29:30,2024-06-14 14:29:30,On-Time,0
102890,R005,Driver 11,NW,Express,2023-08-30 05:13:14,2023-08-30 05:13:14,Late,0
102891,R004,,NW,Priority,2025-12-08 04:35:20,2025-12-10 04:35:20,Late,0
102892,R001,Driver 2,NW,Standard,2025-03-22 21:30:50,2025-03-20 21:30:50,On-Time,0
102893,R005,Driver 5,NW,Priority,2024-11-19 03:20:04,2024-11-19 03:20:04,On-Time,0
102894,R005,Driver 7,SE,Express,2023-01-02 02:48:57,2023-01-02 02:48:57,On-Time,0
102895,R001,Driver 6,SW,Standard,2025-07-13 12:08:41,2025-07-11 12:08:41,On-Time,0
102896,R001,,MW,Standard,2024-10-11 09:33:46,2024-10-13 09:33:46,On-Time,1
102897,R003,,NW,Express,2023-03-27 06:51:59,2023-03-27 06:51:59,On-Time,0
102898,R004,Driver 3,MW,Express,2025-08-20 15:25:32,2025-08-22 15:25:32,On-Time,1
102899,R004,Driver 13,SE,Standard,2024-02-17 00:35:03,2024-02-19 00:35:03,Late,1
102900,R001,Driver 3,SE,Priority,2025-09-03 13:02:28,2025-09-05 13:02:28,On-Time,1
102901,R002,,NE,Priority,2023-02-18 17:22:57,2023-02-18 17:22:57,Late,0
102902,R005,,NW,Priority,2024-10-07 11:42:59,2024-10-06 11:42:59,On-Time,0
102903,R005,,NE,Express,2025-02-19 02:34:53,2025-02-20 02:34:53,Exception,0
102904,R001,Driver 6,MW,Standard,2023-07-22 06:11:18,2023-07-20 06:11:18,Exception,1
102905,R002,Driver 11,SW,Priority,2025-02-24 23:45:15,2025-02-26 23:45:15,On-Time,0
102906,R003,Driver 17,NE,Standard,2023-09-24 01:57:43,2023-09-24 01:57:43,On-Time,0
102907,R001,Driver 10,SE,Priority,2025-09-12 01:35:34,2025-09-10 01:35:34,On-Time,1
102908,R001,Driver 12,NW,Standard,2024-09-09 21:31:09,2024-09-08 21:31:09,On-Time,1
102909,R005,Driver 17,MW,Express,2024-11-10 13:44:27,2024-11-09 13:44:27,On-Time,0
102910,R001,Driver 4,SE,Express,2025-07-06 00:47:15,2025-07-06 00:47:15,On-Time,0
102911,R001,Driver 2,SW,Express,2024-01-25 13:31:05,2024-01-27 13:31:05,Late,0
102912,R001,Driver 11,N.,Priority,2024-02-24 03:57:36,2024-02-23 03:57:36,On-Time,0
102913,R005,Driver 7,SW,Express,2024-08-18 04:53:24,2024-08-17 04:53:24,On-Time,1
102914,R003,Driver 2,SW,Express,2024-10-15 12:38:01,2024-10-14 12:38:01,On-Time,1
102915,R003,Driver 18,NW,Express,2023-11-15 09:14:45,2023-11-15 09:14:45,Exception,0
102916,R001,,NW,Standard,2025-07-27 08:39:16,2025-07-25 08:39:16,On-Time,0
102917,R005,Driver 4,SW,Standard,2025-10-21 23:49:53,2025-10-22 23:49:53,On-Time,0
102918,R003,Driver 8,MW,Standard,2025-05-30 17:40:09,2025-05-30 17:40:09,Exception,0
102919,R003,Driver 20,NW,Standard,2025-11-04 04:47:55,2025-11-06 04:47:55,On-Time,0
102920,R003,Driver 14,SE,Standard,2023-09-23 07:04:41,2023-09-23 07:04:41,On-Time,0
102921,R005,Driver 12,NE,Standard,2025-08-27 16:06:51,2025-08-27 16:06:51,On-Time,1
102922,R005,,MW,Standard,2023-10-31 14:55:08,2023-11-01 14:55:08,On-Time,1
102923,R001,,NW,Express,2024-07-08 16:07:11,2024-07-09 16:07:11,On-Time,0
102924,R004,Driver 18,NW,Express,2025-11-29 12:00:46,2025-11-30 12:00:46,Late,0
102925,R003,Driver 11,MW,Priority,2025-07-31 07:31:13,2025-07-29 07:31:13,On-Time,0
102926,R004,Driver 8,NE,Express,2025-01-17 18:59:09,2025-01-17 18:59:09,On-Time,0
102927,R005,Driver 2,SW,Standard,2025-02-22 03:14:42,2025-02-24 03:14:42,On-Time,0
102928,R005,,SE,S.,2023-12-13 18:57:55,2023-12-14 18:57:55,On-Time,0
102929,R005,Driver 15,NW,Priority,2023-10-29 07:27:45,2023-10-30 07:27:45,On-Time,0
102930,R004,Driver 9,NE,Express,2024-01-19 19:45:01,2024-01-19 19:45:01,Exception,0
102931,R005,Driver 19,SE,Express,2024-02-20 05:14:22,2024-02-22 05:14:22,Exception,1
102932,R001,Driver 20,MW,Priority,2024-09-15 17:17:41,2024-09-16 17:17:41,On-Time,1
102933,R005,Driver 8,NW,Standard,2025-06-14 12:39:00,2025-06-14 12:39:00,On-Time,0
102934,R002,,SW,Standard,2024-03-05 04:39:50,2024-03-04 04:39:50,On-Time,0
102935,R004,Driver 19,MW,Standard,2024-04-29 19:30:50,2024-04-27 19:30:50,Exception,0
102936,R002,Driver 5,NW,Standard,2024-09-11 04:47:18,2024-09-11 04:47:18,On-Time,0
102937,R005,Driver 11,NE,Priority,2025-06-21 08:11:14,2025-06-22 08:11:14,On-Time,0
102938,R001,Driver 15,SE,Express,2023-08-06 03:52:08,2023-08-08 03:52:08,Late,0
102939,R003,Driver 8,SE,Standard,2024-05-17 00:35:50,2024-05-16 00:35:50,On-Time,0
102940,R005,Driver 19,NW,Express,2024-02-27 16:38:55,2024-02-29 16:38:55,On-Time,0
102941,R001,,MW,Express,2025-12-08 21:20:01,2025-12-10 21:20:01,On-Time,0
102942,R004,Driver 8,SW,Standard,2023-04-04 03:39:26,2023-04-06 03:39:26,On-Time,0
102943,R002,Driver 19,N.,Standard,2023-06-20 04:00:57,2023-06-20 04:00:57,Late,0
102944,R002,Driver 18,NW,Standard,2024-11-16 05:47:59,2024-11-16 05:47:59,On-Time,0
102945,R002,Driver 10,NE,Express,2024-04-16 20:37:35,2024-04-14 20:37:35,On-Time,0
102946,R004,Driver 7,SE,Priority,2024-09-04 14:29:06,2024-09-03 14:29:06,On-Time,0
102947,R001,Driver 9,SW,Standard,2023-05-01 02:24:02,2023-05-03 02:24:02,Late,0
102948,R004,Driver 1,NE,Express,2025-03-05 21:51:23,2025-03-06 21:51:23,Late,1
102949,R002,Driver 19,NW,Express,2025-05-01 04:43:08,2025-05-03 04:43:08,On-Time,1
102950,R005,Driver 5,SW,Standard,2023-06-13 04:29:07,2023-06-12 04:29:07,On-Time,0
102951,R003,Driver 19,MW,Priority,2025-12-26 02:41:39,2025-12-28 02:41:39,On-Time,0
102952,R004,Driver 1,NW,Standard,2024-05-11 07:32:48,2024-05-11 07:32:48,On-Time,0
102953,R004,Driver 15,NE,Standard,2025-07-13 20:24:23,2025-07-13 20:24:23,On-Time,0
102954,R001,Driver 16,S.,Priority,2025-07-28 22:42:54,2025-07-27 22:42:54,On-Time,1
102955,R001,,NW,Standard,2025-04-16 20:27:03,2025-04-14 20:27:03,Exception,0
102956,R004,Driver 7,SW,Standard,2025-02-18 05:57:08,2025-02-20 05:57:08,On-Time,0
102957,R002,Driver 12,SW,Priority,2024-07-07 02:53:51,2024-07-06 02:53:51,On-Time,1
102958,R003,Driver 8,SW,Express,2025-05-28 00:18:01,2025-05-29 00:18:01,Late,0
102959,R001,Driver 5,NE,Express,2025-07-31 05:20:36,2025-08-01 05:20:36,On-Time,0
102960,R002,Driver 10,NW,Express,2025-05-29 21:21:23,2025-05-27 21:21:23,On-Time,0
102961,R005,,SE,Express,2025-07-12 12:20:27,2025-07-12 12:20:27,On-Time,0
102962,R001,Driver 5,SE,Express,2025-03-24 19:21:55,2025-03-23 19:21:55,On-Time,0
102963,R002,Driver 17,NE,Standard,2024-10-01 12:38:43,2024-10-03 12:38:43,Exception,0
102964,R002,Driver 5,NE,Priority,2024-09-21 17:24:45,2024-09-20 17:24:45,On-Time,0
102965,R003,,SW,Express,2024-01-07 14:52:14,2024-01-05 14:52:14,On-Time,0
102966,R003,Driver 15,NW,Priority,2023-09-29 13:34:13,2023-09-28 13:34:13,Exception,0
102967,R005,Driver 13,NW,Express,2024-01-30 09:22:22,2024-01-28 09:22:22,On-Time,1
102968,R002,Driver 1,MW,Standard,2024-02-27 09:45:09,2024-02-25 09:45:09,On-Time,1
102969,R002,Driver 11,MW,Express,2023-05-20 21:12:42,2023-05-18 21:12:42,On-Time,0
102970,R003,,SE,Express,2023-05-15 07:15:25,2023-05-14 07:15:25,Exception,0
102971,R001,Driver 1,MW,Priority,2025-03-22 16:03:22,2025-03-23 16:03:22,On-Time,1
102972,R001,Driver 11,MW,Priority,2025-07-17 04:18:07,2025-07-19 04:18:07,On-Time,1
102973,R004,Driver 18,SE,Standard,2023-02-04 04:51:20,2023-02-02 04:51:20,On-Time,1
102974,R003,Driver 18,SE,Priority,2024-08-30 02:25:27,2024-08-30 02:25:27,Exception,0
102975,R004,,MW,Priority,2024-05-06 00:15:33,2024-05-04 00:15:33,Late,0
102976,R003,Driver 16,NW,Priority,2025-12-28 11:55:22,2025-12-27 11:55:22,On-Time,0
102977,R005,Driver 13,MW,Standard,2024-05-25 09:55:48,2024-05-23 09:55:48,Late,0
102978,R002,Driver 7,SW,Standard,2025-03-09 13:33:29,2025-03-09 13:33:29,Late,0
102979,R005,Driver 1,SW,Standard,2024-11-23 06:58:06,2024-11-24 06:58:06,On-Time,1
102980,R003,Driver 16,SW,Priority,2023-06-22 04:50:39,2023-06-21 04:50:39,On-Time,0
102981,R002,Driver 1,NE,Priority,2025-10-27 08:31:15,2025-10-26 08:31:15,On-Time,1
102982,R001,Driver 17,SW,Standard,2025-10-29 14:39:09,2025-10-28 14:39:09,On-Time,0
102983,R001,Driver 6,N.,Priority,2025-10-29 15:58:15,2025-10-29 15:58:15,Late,0
102984,R004,Driver 2,NE,Priority,2024-04-30 21:06:39,2024-04-29 21:06:39,On-Time,0
102985,R003,Driver 17,NE,Express,2023-02-10 07:32:06,2023-02-11 07:32:06,On-Time,0
102986,R003,Driver 6,SW,Standard,2024-01-26 21:49:40,2024-01-28 21:49:40,On-Time,0
102987,R001,Driver 14,MW,Standard,2024-08-18 16:51:01,2024-08-20 16:51:01,Late,1
102988,R005,Driver 18,SE,Priority,2024-08-18 18:24:42,2024-08-16 18:24:42,On-Time,1
102989,R002,Driver 6,MW,Priority,2025-10-03 05:37:19,2025-10-05 05:37:19,On-Time,0
102990,R005,Driver 10,MW,Express,2023-02-20 17:53:42,2023-02-20 17:53:42,Late,0
102991,R005,,NE,Standard,2024-04-17 06:08:31,2024-04-19 06:08:31,Late,0
102992,R001,Driver 18,NE,Standard,2025-05-15 22:39:13,2025-05-15 22:39:13,Exception,0
102993,R001,Driver 9,NE,Priority,2024-05-09 16:32:24,2024-05-09 16:32:24,On-Time,1
102994,R001,Driver 8,NW,Standard,2025-01-05 23:20:23,2025-01-03 23:20:23,On-Time,0
102995,R004,Driver 10,N.,Priority,2024-04-18 09:48:45,2024-04-20 09:48:45,Late,0
102996,R005,Driver 17,SE,Express,2024-05-12 01:34:38,2024-05-10 01:34:38,On-Time,0
102997,R003,,NE,Priority,2025-06-27 20:36:33,2025-06-26 20:36:33,On-Time,0
102998,R002,Driver 6,SW,Express,2023-09-21 16:29:05,2023-09-22 16:29:05,On-Time,0
102999,R004,Driver 14,NE,Priority,2025-09-26 11:56:50,2025-09-28 11:56:50,Late,0
103000,R003,,NW,Express,2024-01-11 03:50:24,2024-01-10 03:50:24,On-Time,0
103001,R005,,NE,Express,2023-11-24 06:18:08,2023-11-23 06:18:08,On-Time,0
103002,R001,Driver 6,NW,Standard,2023-08-10 06:08:06,2023-08-08 06:08:06,On-Time,0
103003,R005,Driver 7,NE,Priority,2025-10-27 06:38:01,2025-10-25 06:38:01,On-Time,0
103004,R002,Driver 12,SW,Standard,2024-12-23 18:48:11,2024-12-24 18:48:11,Exception,1
103005,R004,Driver 3,SE,Standard,2024-09-29 23:48:10,2024-09-30 23:48:10,On-Time,0
103006,R004,Driver 14,SW,Priority,2023-05-12 13:38:15,2023-05-13 13:38:15,On-Time,0
103007,R002,,NW,Standard,2023-10-13 15:23:33,2023-10-14 15:23:33,On-Time,0
103008,R003,Driver 19,MW,Standard,2023-10-10 02:40:31,2023-10-08 02:40:31,On-Time,1
103009,R003,,SW,Standard,2023-06-10 18:30:46,2023-06-10 18:30:46,Exception,0
103010,R004,Driver 16,NE,Priority,2025-01-27 23:28:16,2025-01-25 23:28:16,Exception,0
103011,R004,Driver 7,SE,Standard,2024-10-15 06:26:24,2024-10-15 06:26:24,On-Time,0
103012,R001,Driver 8,NE,Standard,2025-08-16 09:54:32,2025-08-14 09:54:32,On-Time,1
103013,R003,Driver 18,NE,Standard,2023-02-15 05:05:58,2023-02-13 05:05:58,On-Time,0
103014,R002,,SW,Priority,2024-04-21 18:03:49,2024-04-22 18:03:49,On-Time,1
103015,R003,Driver 13,SE,Express,2023-04-04 09:18:11,2023-04-04 09:18:11,On-Time,0
103016,R001,,MW,Express,2024-05-21 16:21:13,2024-05-20 16:21:13,On-Time,0
103017,R004,Driver 9,NE,Express,2025-07-29 17:57:45,2025-07-28 17:57:45,Late,0
103018,R004,Driver 10,SE,Express,2025-01-23 12:14:23,2025-01-22 12:14:23,Late,0
103019,R001,,MW,Standard,2025-03-05 09:20:44,2025-03-06 09:20:44,On-Time,0
103020,R002,,NE,Priority,2024-10-01 20:54:07,2024-09-30 20:54:07,Late,0
103021,R004,Driver 9,SE,Standard,2025-10-21 11:59:39,2025-10-19 11:59:39,Late,0
103022,R005,Driver 15,SW,Priority,2024-08-09 22:11:40,2024-08-10 22:11:40,On-Time,0
103023,R004,Driver 20,NE,Standard,2024-01-17 03:14:24,2024-01-16 03:14:24,Exception,0
103024,R005,Driver 2,NE,Express,2024-08-10 20:20:55,2024-08-11 20:20:55,Late,0
103025,R001,,SE,Express,2024-08-11 11:19:26,2024-08-09 11:19:26,On-Time,0
103026,R001,Driver 13,NE,Priority,2025-09-30 09:56:33,2025-10-01 09:56:33,Exception,0
103027,R004,Driver 2,MW,S.,2025-02-23 19:04:42,2025-02-22 19:04:42,On-Time,0
103028,R003,Driver 19,NE,Express,2024-03-15 06:11:56,2024-03-16 06:11:56,On-Time,0
103029,R005,Driver 2,NW,Priority,2023-08-26 07:33:31,2023-08-28 07:33:31,On-Time,0
103030,R002,Driver 3,MW,Standard,2024-10-11 16:54:38,2024-10-10 16:54:38,Late,0
103031,R004,Driver 6,SE,Priority,2024-11-24 16:54:49,2024-11-22 16:54:49,On-Time,0
103032,R002,Driver 3,MW,Standard,2024-08-03 11:01:12,2024-08-03 11:01:12,On-Time,0
103033,R004,Driver 10,N.,Standard,2024-11-09 04:56:34,2024-11-10 04:56:34,On-Time,0
103034,R003,,NW,Standard,2025-12-09 19:12:37,2025-12-10 19:12:37,On-Time,0
103035,R003,Driver 6,NE,Priority,2023-08-26 05:57:54,2023-08-25 05:57:54,On-Time,0
103036,R003,,NE,Priority,2024-09-25 10:54:00,2024-09-24 10:54:00,On-Time,1
103037,R003,Driver 16,SW,Standard,2025-08-02 12:02:50,2025-08-04 12:02:50,On-Time,0
103038,R001,Driver 17,MW,Express,2025-05-10 02:29:59,2025-05-08 02:29:59,Late,1
103039,R001,Driver 19,SW,Standard,2024-01-02 00:13:55,2024-01-03 00:13:55,On-Time,0
103040,R005,Driver 3,NW,Priority,2024-08-13 13:43:47,2024-08-14 13:43:47,Late,0
103041,R002,Driver 18,NE,Standard,2023-04-07 08:27:58,2023-04-07 08:27:58,On-Time,1
103042,R004,Driver 7,NE,Priority,2023-07-23 06:40:28,2023-07-24 06:40:28,On-Time,0
103043,R004,Driver 9,NE,Standard,2025-04-01 22:32:36,2025-04-02 22:32:36,Late,0
103044,R001,Driver 20,SE,Standard,2025-09-21 09:49:26,2025-09-23 09:49:26,On-Time,0
103045,R004,Driver 12,NW,Express,2025-04-13 03:23:19,2025-04-13 03:23:19,Late,0
103046,R001,Driver 5,NE,Express,2023-09-29 06:55:03,2023-09-30 06:55:03,On-Time,0
103047,R005,Driver 3,NW,Priority,2023-12-11 22:25:35,2023-12-12 22:25:35,On-Time,0
103048,R002,Driver 11,NE,Standard,2025-08-01 13:08:51,2025-07-30 13:08:51,On-Time,1
103049,R005,,MW,Priority,2023-02-16 01:21:36,2023-02-17 01:21:36,On-Time,0
103050,R003,Driver 4,NW,Standard,2024-09-23 11:08:20,2024-09-25 11:08:20,On-Time,1
103051,R003,Driver 5,S.,Standard,2023-11-09 13:31:22,2023-11-10 13:31:22,On-Time,0
103052,R003,Driver 1,S.,Standard,2025-04-11 23:58:54,2025-04-12 23:58:54,On-Time,0
103053,R005,Driver 18,SW,Express,2025-03-01 21:29:07,2025-02-28 21:29:07,On-Time,0
103054,R004,Driver 12,NW,Priority,2023-06-01 21:23:45,2023-06-02 21:23:45,On-Time,0
103055,R002,Driver 13,NE,Standard,2025-10-04 20:06:08,2025-10-04 20:06:08,On-Time,0
103056,R003,Driver 9,NW,Standard,2024-07-20 14:56:24,2024-07-19 14:56:24,On-Time,0
103057,R003,Driver 2,SE,Priority,2025-12-21 07:10:23,2025-12-21 07:10:23,On-Time,0
103058,R003,Driver 5,NW,Priority,2023-06-16 12:10:41,2023-06-16 12:10:41,Late,0
103059,R002,Driver 13,NE,Standard,2023-06-17 14:45:28,2023-06-19 14:45:28,On-Time,1
103060,R003,Driver 16,SW,Express,2023-12-31 18:07:33,2024-01-01 18:07:33,On-Time,0
103061,R002,Driver 16,MW,Express,2024-07-18 22:31:56,2024-07-18 22:31:56,On-Time,0
103062,R003,,SW,Standard,2025-07-17 19:33:41,2025-07-18 19:33:41,On-Time,0
103063,R005,Driver 3,NE,Express,2024-01-26 16:27:14,2024-01-27 16:27:14,On-Time,1
103064,R005,,NE,Priority,2024-12-01 06:11:26,2024-12-03 06:11:26,On-Time,0
103065,R002,Driver 4,SE,Express,2024-01-29 23:25:58,2024-01-31 23:25:58,On-Time,0
103066,R005,Driver 11,NW,Priority,2023-05-11 16:57:13,2023-05-11 16:57:13,On-Time,0
103067,R002,,NW,Priority,2023-08-10 15:26:27,2023-08-10 15:26:27,On-Time,0
103068,R005,Driver 14,SW,Priority,2024-08-11 16:30:07,2024-08-10 16:30:07,On-Time,0
103069,R005,Driver 3,MW,Priority,2025-09-28 14:41:24,2025-09-29 14:41:24,On-Time,0
103070,R002,Driver 16,M.,Express,2024-10-10 09:32:11,2024-10-11 09:32:11,On-Time,0
103071,R004,,SE,Priority,2024-05-23 06:38:01,2024-05-25 06:38:01,On-Time,1
103072,R005,Driver 15,NE,S.,2023-02-10 02:09:22,2023-02-12 02:09:22,On-Time,0
103073,R003,Driver 10,SE,Priority,2024-10-09 12:50:24,2024-10-09 12:50:24,On-Time,0
103074,R004,Driver 9,NW,Standard,2023-10-23 18:49:36,2023-10-22 18:49:36,On-Time,0
103075,R002,Driver 11,NE,Priority,2024-04-16 00:30:04,2024-04-15 00:30:04,On-Time,0
103076,R004,Driver 16,SE,Priority,2023-04-11 04:25:07,2023-04-13 04:25:07,Late,0
103077,R001,Driver 10,SW,Express,2023-10-03 17:24:09,2023-10-05 17:24:09,On-Time,0
103078,R001,Driver 17,NW,Priority,2023-05-05 06:49:13,2023-05-04 06:49:13,On-Time,1
103079,R005,Driver 19,MW,Priority,2024-06-30 21:28:08,2024-06-29 21:28:08,On-Time,0
103080,R005,Driver 2,SE,Express,2023-06-15 05:36:39,,On-Time,0
103081,R003,,NW,Express,2025-09-10 17:51:47,2025-09-09 17:51:47,On-Time,0
103082,R004,,NW,Standard,2023-04-06 16:19:17,2023-04-07 16:19:17,On-Time,0
103083,R001,Driver 2,MW,Express,2023-09-13 09:04:22,2023-09-12 09:04:22,On-Time,0
103084,R005,Driver 6,MW,Standard,2025-05-20 07:13:45,2025-05-18 07:13:45,On-Time,0
103085,R004,Driver 19,MW,Priority,2024-08-04 11:54:44,2024-08-03 11:54:44,On-Time,0
103086,R005,Driver 8,SE,S.,2025-10-25 16:36:47,2025-10-27 16:36:47,On-Time,1
103087,R005,Driver 3,MW,Express,2024-01-02 23:19:44,2024-01-04 23:19:44,Exception,0
103088,R001,Driver 14,SW,Priority,2025-02-27 21:40:19,2025-02-25 21:40:19,Late,0
103089,R001,,NW,Standard,2023-10-26 14:53:10,2023-10-27 14:53:10,Exception,0
103090,R005,Driver 16,MW,Standard,2024-11-21 04:00:48,2024-11-20 04:00:48,On-Time,0
103091,R002,Driver 1,NW,Standard,2025-01-09 16:26:09,2025-01-08 16:26:09,Late,0
103092,R005,,NE,Priority,2025-10-03 13:37:24,2025-10-01 13:37:24,Late,0
103093,R005,Driver 3,NE,Standard,2024-12-25 06:50:40,2024-12-25 06:50:40,Exception,0
103094,R003,,MW,Standard,2024-02-19 02:02:37,2024-02-19 02:02:37,On-Time,0
103095,R003,Driver 18,NW,Express,2025-02-05 21:17:05,2025-02-06 21:17:05,Late,1
103096,R003,Driver 9,NE,Standard,2023-10-31 15:11:02,2023-10-30 15:11:02,On-Time,0
103097,R002,Driver 6,MW,Priority,2024-11-07 15:10:29,2024-11-06 15:10:29,On-Time,0
103098,R002,,NW,Express,2023-09-03 12:41:01,2023-09-02 12:41:01,On-Time,0
103099,R005,,MW,Priority,2023-05-22 18:53:45,2023-05-24 18:53:45,Exception,0
103100,R003,,NW,Express,2024-04-02 18:49:15,2024-04-02 18:49:15,On-Time,0
103101,R002,Driver 1,NE,Express,2023-03-18 09:34:37,2023-03-16 09:34:37,On-Time,0
103102,R001,,MW,S.,2023-02-03 12:58:53,2023-02-05 12:58:53,Exception,1
103103,R005,Driver 10,NE,Priority,2023-05-03 01:34:35,2023-05-05 01:34:35,On-Time,0
103104,R004,Driver 6,MW,Standard,2025-12-30 04:27:20,2025-12-30 04:27:20,Late,0
103105,R005,,SE,Express,2024-01-01 23:05:44,2023-12-31 23:05:44,Late,0
103106,R004,Driver 12,NE,Standard,2024-09-29 05:55:42,2024-09-30 05:55:42,On-Time,0
103107,R003,Driver 4,NE,Express,2025-07-30 23:13:05,2025-07-28 23:13:05,On-Time,0
103108,R004,Driver 13,SW,Express,2025-02-04 12:10:57,2025-02-04 12:10:57,On-Time,1
103109,R003,Driver 17,NE,Priority,2024-08-27 23:06:44,2024-08-28 23:06:44,Exception,0
103110,R001,Driver 8,NW,Priority,2024-03-11 01:33:13,2024-03-11 01:33:13,Late,1
103111,R004,Driver 20,MW,Priority,2023-08-16 04:37:31,2023-08-16 04:37:31,On-Time,0
103112,R005,Driver 3,SE,Priority,2023-10-31 10:51:57,2023-10-31 10:51:57,On-Time,0
103113,R003,Driver 12,NW,Standard,2024-01-22 06:00:30,2024-01-22 06:00:30,On-Time,0
103114,R005,Driver 7,NW,Priority,2024-09-21 12:38:58,2024-09-20 12:38:58,Late,0
103115,R002,Driver 12,N.,Priority,2024-04-26 19:06:22,2024-04-28 19:06:22,On-Time,0
103116,R003,Driver 2,NW,Priority,2023-12-24 08:36:50,2023-12-24 08:36:50,On-Time,1
103117,R004,,SE,Express,2025-05-30 16:48:14,2025-05-31 16:48:14,Late,1
103118,R003,Driver 14,SW,Express,2024-07-18 15:20:30,2024-07-19 15:20:30,On-Time,0
103119,R005,,NE,Priority,2023-07-09 21:19:46,2023-07-10 21:19:46,On-Time,0
103120,R001,,NW,Express,2024-06-16 14:39:03,2024-06-18 14:39:03,Late,0
103121,R003,Driver 5,N.,Express,2023-09-25 12:07:50,2023-09-27 12:07:50,On-Time,1
103122,R004,Driver 9,NE,Standard,2025-08-10 12:22:54,2025-08-11 12:22:54,On-Time,0
103123,R002,,NW,Express,2025-02-23 05:14:05,2025-02-22 05:14:05,On-Time,0
103124,R001,Driver 11,SW,Standard,2025-01-19 05:50:16,,On-Time,0
103125,R002,Driver 5,NE,Express,2023-08-26 12:27:08,2023-08-28 12:27:08,On-Time,0
103126,R003,Driver 3,MW,Priority,2023-04-12 22:47:49,2023-04-11 22:47:49,Late,0
103127,R005,Driver 17,NE,Express,2025-11-14 13:15:41,2025-11-14 13:15:41,On-Time,0
103128,R005,Driver 2,NW,Express,2024-07-19 06:41:22,2024-07-21 06:41:22,On-Time,0
103129,R004,,SE,Standard,2025-06-06 11:28:08,2025-06-07 11:28:08,On-Time,0
103130,R005,Driver 1,NE,Priority,2024-03-28 03:27:36,2024-03-29 03:27:36,On-Time,0
103131,R001,Driver 7,SW,Standard,2023-02-05 04:08:05,2023-02-04 04:08:05,On-Time,0
